Year,Week,Region,New Cases
2018,18,Republic of Korea,0
2018,18,Saudi Arabia,1
2018,19,Other Countries,0
2018,19,Republic of Korea,0
2018,19,Saudi Arabia,2
2018,20,Other Countries,0
2018,20,Republic of Korea,0
2018,20,Saudi Arabia,4
2018,21,Other Countries,0
2018,21,Republic of Korea,0
2018,21,Saudi Arabia,11
2018,22,Other Countries,0
2018,22,Republic of Korea,0
2018,22,Saudi Arabia,1
2018,23,Other Countries,0
2018,23,Republic of Korea,0
2018,23,Saudi Arabia,1
2018,24,Other Countries,0
2018,24,Republic of Korea,0
2018,24,Saudi Arabia,1
2018,25,Other Countries,0
2018,25,Republic of Korea,0
2018,25,Saudi Arabia,1
2018,26,Other Countries,0
2018,26,Republic of Korea,0
2018,26,Saudi Arabia,3
2018,27,Other Countries,0
2018,27,Republic of Korea,0
2018,27,Saudi Arabia,3
2018,28,Other Countries,0
2018,28,Republic of Korea,0
2018,28,Saudi Arabia,0
2018,29,Other Countries,0
2018,29,Republic of Korea,0
2018,29,Saudi Arabia,2
2018,30,Other Countries,0
2018,30,Republic of Korea,0
2018,30,Saudi Arabia,1
2018,31,Other Countries,0
2018,31,Republic of Korea,0
2018,31,Saudi Arabia,1
2018,32,Other Countries,1
2018,32,Republic of Korea,0
2018,32,Saudi Arabia,0
2018,33,Other Countries,0
2018,33,Republic of Korea,0
2018,33,Saudi Arabia,3
2018,34,Other Countries,0
2018,34,Republic of Korea,1
2018,34,Saudi Arabia,4
2018,35,Other Countries,0
2018,35,Republic of Korea,0
2018,35,Saudi Arabia,1
2018,36,Other Countries,0
2018,36,Republic of Korea,0
2018,36,Saudi Arabia,5
2018,37,Other Countries,0
2018,37,Republic of Korea,0
2018,37,Saudi Arabia,0
2018,38,Other Countries,0
2018,38,Republic of Korea,0
2018,38,Saudi Arabia,3
2018,39,Other Countries,0
2018,39,Republic of Korea,0
2018,39,Saudi Arabia,2
2018,40,Other Countries,0
2018,40,Republic of Korea,0
2018,40,Saudi Arabia,3
2018,41,Other Countries,0
2018,41,Republic of Korea,0
2018,41,Saudi Arabia,1
2018,42,Other Countries,0
2018,42,Republic of Korea,0
2018,42,Saudi Arabia,3
2018,43,Other Countries,0
2018,43,Republic of Korea,0
2018,43,Saudi Arabia,1
2018,44,Other Countries,0
2018,44,Republic of Korea,0
2018,44,Saudi Arabia,4
2018,45,Other Countries,0
2018,45,Republic of Korea,0
2018,45,Saudi Arabia,1
2018,46,Other Countries,0
2018,46,Republic of Korea,0
2018,46,Saudi Arabia,0
2018,47,Other Countries,0
2018,47,Republic of Korea,0
2018,47,Saudi Arabia,1
2018,48,Other Countries,0
2018,48,Republic of Korea,0
2018,48,Saudi Arabia,1
2018,49,Other Countries,0
2018,49,Republic of Korea,0
2018,49,Saudi Arabia,2
2018,50,Other Countries,0
2018,50,Republic of Korea,0
2018,50,Saudi Arabia,0
2018,51,Other Countries,0
2018,51,Republic of Korea,0
2018,51,Saudi Arabia,3
2018,52,Other Countries,0
2018,52,Republic of Korea,0
2018,52,Saudi Arabia,2
2019,1,Other Countries,0
2019,1,Republic of Korea,0
2019,1,Saudi Arabia,2
2019,2,Other Countries,1
2019,2,Republic of Korea,0
2019,2,Saudi Arabia,3
2019,3,Other Countries,3
2019,3,Republic of Korea,0
2019,3,Saudi Arabia,3
2019,4,Other Countries,4
2019,4,Republic of Korea,0
2019,4,Saudi Arabia,12
2019,5,Other Countries,0
2019,5,Republic of Korea,0
2019,5,Saudi Arabia,33
2019,6,Other Countries,5
2019,6,Republic of Korea,0
2019,6,Saudi Arabia,15
2019,7,Other Countries,0
2019,7,Republic of Korea,0
2019,7,Saudi Arabia,11
2019,8,Other Countries,0
2019,8,Republic of Korea,0
2019,8,Saudi Arabia,11
2019,9,Other Countries,0
2019,9,Republic of Korea,0
2019,9,Saudi Arabia,8
2019,10,Other Countries,0
2019,10,Republic of Korea,0
2019,10,Saudi Arabia,4
2019,11,Other Countries,0
2019,11,Republic of Korea,0
2019,11,Saudi Arabia,6
2019,12,Other Countries,0
2019,12,Republic of Korea,0
2019,12,Saudi Arabia,4
2019,13,Other Countries,0
2019,13,Republic of Korea,0
2019,13,Saudi Arabia,9
2019,14,Other Countries,0
2019,14,Republic of Korea,0
2019,14,Saudi Arabia,5
2019,15,Other Countries,0
2019,15,Republic of Korea,0
2019,15,Saudi Arabia,5
2019,16,Other Countries,0
2019,16,Republic of Korea,0
2019,16,Saudi Arabia,1
2019,17,Other Countries,0
2019,17,Republic of Korea,0
2019,17,Saudi Arabia,1
2019,18,Other Countries,0
2019,18,Republic of Korea,0
2019,18,Saudi Arabia,2
2019,19,Other Countries,0
2019,19,Republic of Korea,0
2019,19,Saudi Arabia,3
2019,20,Other Countries,0
2019,20,Republic of Korea,0
2019,20,Saudi Arabia,5
2019,21,Other Countries,0
2019,21,Republic of Korea,0
2019,21,Saudi Arabia,3
2019,22,Other Countries,0
2019,22,Republic of Korea,0
2019,22,Saudi Arabia,2
2019,23,Other Countries,0
2019,23,Republic of Korea,0
2019,23,Saudi Arabia,1
2019,24,Other Countries,0
2019,24,Republic of Korea,0
2019,24,Saudi Arabia,2
