,TxnDate,TxnTime,Consumption
79998,11 Jan 2022,22:18:34,8.514
80027,11 Jan 2022,18:27:07,6.38
80056,11 Jan 2022,10:06:46,8.34
80085,11 Jan 2022,01:42:04,0.93
80114,11 Jan 2022,20:12:15,8.472
80143,11 Jan 2022,11:30:16,5.528
80186,11 Jan 2022,03:25:35,0.936
80215,11 Jan 2022,22:58:35,7.484
80244,11 Jan 2022,16:23:43,5.742
80273,11 Jan 2022,13:56:19,4.638
80302,11 Jan 2022,09:45:28,8.776
80331,11 Jan 2022,05:53:14,1.0
80360,11 Jan 2022,00:21:51,2.35
80389,11 Jan 2022,09:05:10,9.288
80418,11 Jan 2022,04:45:49,1.832
80447,11 Jan 2022,23:19:19,8.22
80476,11 Jan 2022,15:39:59,4.24
80505,11 Jan 2022,19:30:39,14.988
80534,11 Jan 2022,15:59:41,4.344
80563,11 Jan 2022,12:10:23,5.16
80592,11 Jan 2022,02:02:17,0.932
80607,11 Jan 2022,07:56:26,0.908
80636,11 Jan 2022,23:39:00,7.02
80665,11 Jan 2022,21:36:36,8.616
80694,11 Jan 2022,09:25:49,9.268
80723,11 Jan 2022,12:33:18,5.57
80752,11 Jan 2022,04:06:14,0.93
80781,11 Jan 2022,14:59:50,4.03
80810,11 Jan 2022,17:24:31,6.04
80839,11 Jan 2022,06:14:49,0.982
80868,11 Jan 2022,02:44:55,0.964
80897,11 Jan 2022,08:43:40,10.728
80926,11 Jan 2022,11:51:36,5.984
80955,11 Jan 2022,20:52:13,7.538
80984,11 Jan 2022,22:38:27,7.524
81013,11 Jan 2022,06:56:06,0.94
81042,11 Jan 2022,12:52:26,5.242
81071,11 Jan 2022,02:23:43,0.964
81100,11 Jan 2022,18:06:01,5.756
81129,11 Jan 2022,08:19:07,1.042
81158,11 Jan 2022,20:32:15,7.908
81187,11 Jan 2022,13:35:23,4.322
81216,11 Jan 2022,01:21:37,0.886
81245,11 Jan 2022,01:02:25,0.932
81274,11 Jan 2022,05:07:23,0.972
81303,11 Jan 2022,18:47:29,7.444
81332,11 Jan 2022,14:17:10,4.496
81361,11 Jan 2022,16:43:55,4.88
81390,11 Jan 2022,00:42:10,0.948
81419,11 Jan 2022,05:31:26,1.13
83189,12 Jan 2022,22:48:43,9.412
83218,12 Jan 2022,08:39:49,0.952
83247,12 Jan 2022,12:34:45,1.012
83276,12 Jan 2022,03:04:28,0.916
83305,12 Jan 2022,15:44:27,0.936
83334,12 Jan 2022,18:52:39,0.92
83363,12 Jan 2022,07:59:37,1.046
83392,12 Jan 2022,12:55:41,0.972
83421,12 Jan 2022,01:20:24,0.944
83450,12 Jan 2022,16:48:04,1.956
83479,12 Jan 2022,20:17:45,1.978
83508,12 Jan 2022,23:08:35,8.844
83537,12 Jan 2022,13:37:33,1.032
83566,12 Jan 2022,16:05:16,0.98
83595,12 Jan 2022,10:04:12,0.912
83624,12 Jan 2022,00:40:05,0.978
83653,12 Jan 2022,05:54:12,0.976
83682,12 Jan 2022,19:35:35,0.942
83711,12 Jan 2022,19:14:39,1.038
83740,12 Jan 2022,23:29:08,9.172
83757,12 Jan 2022,01:43:54,1.072
83786,12 Jan 2022,02:03:35,0.9
83815,12 Jan 2022,06:14:32,0.966
83844,12 Jan 2022,10:24:22,0.954
83873,12 Jan 2022,12:12:46,1.044
83902,12 Jan 2022,04:09:06,0.96
83931,12 Jan 2022,22:27:42,9.172
83960,12 Jan 2022,15:23:48,0.988
84004,12 Jan 2022,17:08:59,0.984
84033,12 Jan 2022,17:51:10,1.946
84062,12 Jan 2022,07:18:18,2.03
84091,12 Jan 2022,03:24:25,0.924
84120,12 Jan 2022,05:11:08,0.94
84149,12 Jan 2022,21:01:01,8.248
84178,12 Jan 2022,13:58:10,0.948
84207,12 Jan 2022,18:13:17,1.016
84236,12 Jan 2022,21:45:59,10.338
84265,12 Jan 2022,14:41:57,0.914
84293,12 Jan 2022,08:19:26,0.902
84323,12 Jan 2022,10:45:25,0.972
84337,12 Jan 2022,02:25:03,1.0
84366,12 Jan 2022,22:06:52,9.226
84395,12 Jan 2022,23:54:04,5.748
84424,12 Jan 2022,03:48:33,1.096
84453,12 Jan 2022,11:50:24,1.0
84482,12 Jan 2022,13:15:58,0.908
84511,12 Jan 2022,04:50:45,1.916
84540,12 Jan 2022,18:32:30,0.906
84569,12 Jan 2022,15:02:48,0.978
84598,12 Jan 2022,02:44:25,0.876
84627,12 Jan 2022,06:33:53,0.892
84656,12 Jan 2022,11:06:38,0.99
84685,12 Jan 2022,09:23:58,2.038
84714,12 Jan 2022,00:18:42,1.806
84743,12 Jan 2022,20:39:37,1.022
84772,12 Jan 2022,14:21:59,1.088
84813,12 Jan 2022,11:28:52,1.036
84842,12 Jan 2022,07:37:25,0.866
84871,12 Jan 2022,21:22:55,9.536
84900,12 Jan 2022,09:43:59,0.956
84929,12 Jan 2022,05:32:46,0.972
84958,12 Jan 2022,01:00:16,0.924
90827,13 Jan 2022,17:56:43,1.002
90856,13 Jan 2022,10:34:11,3.132
90885,13 Jan 2022,14:27:29,1.056
90902,13 Jan 2022,06:46:17,0.93
90931,13 Jan 2022,21:47:35,8.864
90960,13 Jan 2022,12:19:45,0.944
90989,13 Jan 2022,04:57:18,1.018
91018,13 Jan 2022,02:05:35,1.008
91047,13 Jan 2022,23:53:50,0.922
91076,13 Jan 2022,17:14:28,0.912
91105,13 Jan 2022,13:43:25,0.988
91134,13 Jan 2022,09:52:05,0.976
91163,13 Jan 2022,01:43:54,0.942
91192,13 Jan 2022,20:24:07,9.468
91221,13 Jan 2022,16:34:39,0.982
91250,13 Jan 2022,11:16:24,0.98
91279,13 Jan 2022,04:13:39,1.96
91308,13 Jan 2022,07:29:31,0.962
91337,13 Jan 2022,18:40:13,1.096
91366,13 Jan 2022,05:42:00,2.074
91395,13 Jan 2022,00:38:09,1.008
91424,13 Jan 2022,09:31:21,0.984
91453,13 Jan 2022,03:31:00,1.014
91482,13 Jan 2022,16:54:44,0.958
91511,13 Jan 2022,19:43:24,5.014
91540,13 Jan 2022,08:49:35,0.924
91569,13 Jan 2022,20:02:46,8.784
91598,13 Jan 2022,12:40:13,0.968
91627,13 Jan 2022,09:09:56,0.936
91656,13 Jan 2022,11:58:56,0.964
91685,13 Jan 2022,03:08:51,0.93
91714,13 Jan 2022,15:31:13,0.964
91743,13 Jan 2022,11:38:06,1.004
91772,13 Jan 2022,18:17:03,0.94
91801,13 Jan 2022,22:08:07,8.14
91830,13 Jan 2022,15:09:56,0.994
91859,13 Jan 2022,01:23:11,2.084
91900,13 Jan 2022,23:12:43,9.368
91929,13 Jan 2022,02:48:48,1.022
91958,13 Jan 2022,12:59:55,0.906
91987,13 Jan 2022,08:30:00,1.924
92016,13 Jan 2022,17:35:16,0.938
92045,13 Jan 2022,21:04:45,9.384
92074,13 Jan 2022,23:32:56,7.662
92103,13 Jan 2022,10:55:46,0.984
92132,13 Jan 2022,07:08:47,1.04
92161,13 Jan 2022,14:48:25,0.966
92190,13 Jan 2022,21:25:57,9.208
92219,13 Jan 2022,14:05:10,1.008
92248,13 Jan 2022,20:44:14,8.688
92277,13 Jan 2022,06:03:33,0.988
92306,13 Jan 2022,06:25:28,1.012
92335,13 Jan 2022,19:02:14,1.018
92364,13 Jan 2022,22:50:11,16.756
92393,13 Jan 2022,13:21:41,1.014
92422,13 Jan 2022,07:48:34,0.87
92451,13 Jan 2022,00:16:02,1.03
92480,13 Jan 2022,04:34:42,0.982
92509,13 Jan 2022,02:26:03,0.95
92538,13 Jan 2022,16:12:51,1.948
89962,14 Jan 2022,02:20:16,0.972
89991,14 Jan 2022,06:27:59,0.956
90020,14 Jan 2022,16:04:52,0.912
90049,14 Jan 2022,07:10:11,1.016
90103,14 Jan 2022,13:41:40,0.916
90127,14 Jan 2022,22:13:15,0.948
90161,14 Jan 2022,18:47:57,0.976
90190,14 Jan 2022,14:42:30,0.906
90230,14 Jan 2022,00:57:45,1.052
90259,14 Jan 2022,12:21:21,1.012
90288,14 Jan 2022,15:44:53,0.968
90317,14 Jan 2022,19:29:47,0.95
90346,14 Jan 2022,00:35:21,0.94
90360,14 Jan 2022,08:53:47,0.99
90404,14 Jan 2022,04:46:05,0.974
90433,14 Jan 2022,15:03:56,0.98
90462,14 Jan 2022,21:32:46,0.964
90491,14 Jan 2022,10:58:23,0.94
90520,14 Jan 2022,03:43:43,0.944
90549,14 Jan 2022,17:46:14,0.88
90578,14 Jan 2022,14:02:46,0.964
90580,14 Jan 2022,10:16:39,0.9
90609,14 Jan 2022,03:23:18,0.918
90638,14 Jan 2022,23:16:32,0.992
90667,14 Jan 2022,05:26:39,0.956
90680,14 Jan 2022,17:26:23,0.956
90709,14 Jan 2022,08:32:54,0.988
90738,14 Jan 2022,11:59:49,0.954
90767,14 Jan 2022,14:23:27,0.95
90796,14 Jan 2022,00:14:36,0.98
90825,14 Jan 2022,04:25:06,0.93
90854,14 Jan 2022,22:34:06,0.938
90883,14 Jan 2022,12:41:00,0.882
90912,14 Jan 2022,09:15:44,0.978
90941,14 Jan 2022,05:05:39,0.92
90970,14 Jan 2022,22:55:23,1.01
90999,14 Jan 2022,19:09:09,0.962
91027,14 Jan 2022,11:18:49,0.946
91056,14 Jan 2022,08:11:36,0.938
91085,14 Jan 2022,04:04:15,0.96
91130,14 Jan 2022,21:11:58,1.896
91159,14 Jan 2022,07:50:50,0.936
91177,14 Jan 2022,11:39:29,0.938
91206,14 Jan 2022,20:31:09,0.972
91235,14 Jan 2022,16:46:01,0.916
91264,14 Jan 2022,13:01:24,0.948
91293,14 Jan 2022,05:46:26,0.892
91322,14 Jan 2022,01:18:20,0.94
91351,14 Jan 2022,23:38:03,0.992
91380,14 Jan 2022,20:09:50,0.914
91408,14 Jan 2022,17:05:54,0.924
91464,14 Jan 2022,09:35:46,0.948
91493,14 Jan 2022,23:58:52,0.948
91522,14 Jan 2022,21:52:55,0.928
91551,14 Jan 2022,18:26:30,0.876
91580,14 Jan 2022,15:24:23,0.93
91609,14 Jan 2022,02:41:32,0.96
91638,14 Jan 2022,07:30:37,0.932
91667,14 Jan 2022,13:21:34,0.94
91696,14 Jan 2022,18:07:35,1.016
91725,14 Jan 2022,03:02:54,0.978
91727,14 Jan 2022,06:06:54,0.948
91756,14 Jan 2022,09:56:53,0.974
91785,14 Jan 2022,19:50:41,0.962
91814,14 Jan 2022,10:37:38,0.98
91843,14 Jan 2022,06:48:38,0.936
91872,14 Jan 2022,01:59:13,1.868
91901,14 Jan 2022,16:25:44,0.962
77283,15 Jan 2022,16:42:06,0.99
77312,15 Jan 2022,13:55:42,2.906
77341,15 Jan 2022,21:12:04,0.922
77347,15 Jan 2022,08:15:42,1.028
77376,15 Jan 2022,01:20:26,0.924
77405,15 Jan 2022,10:38:02,0.938
77434,15 Jan 2022,06:31:39,0.906
77463,15 Jan 2022,17:06:45,1.122
77492,15 Jan 2022,19:29:05,0.954
77521,15 Jan 2022,16:19:29,0.884
77550,15 Jan 2022,20:30:10,0.9
77578,15 Jan 2022,07:33:15,0.964
77607,15 Jan 2022,12:29:14,1.956
77636,15 Jan 2022,18:08:58,0.968
77665,15 Jan 2022,14:38:41,0.962
77694,15 Jan 2022,09:15:53,1.824
77723,15 Jan 2022,04:48:24,0.842
77752,15 Jan 2022,01:00:51,0.904
77781,15 Jan 2022,22:39:24,0.964
77810,15 Jan 2022,20:51:22,0.988
77839,15 Jan 2022,12:50:46,0.978
77868,15 Jan 2022,02:05:56,0.946
77896,15 Jan 2022,07:12:01,0.938
77925,15 Jan 2022,21:33:25,0.966
77954,15 Jan 2022,04:08:42,1.774
77983,15 Jan 2022,08:36:34,0.948
78012,15 Jan 2022,15:19:00,0.948
78018,15 Jan 2022,20:10:06,1.862
78047,15 Jan 2022,00:19:48,0.95
78076,15 Jan 2022,05:09:41,0.964
78105,15 Jan 2022,17:47:08,1.85
78134,15 Jan 2022,21:58:20,1.162
78163,15 Jan 2022,05:51:36,0.964
78192,15 Jan 2022,11:41:28,0.994
78221,15 Jan 2022,16:00:00,0.918
78250,15 Jan 2022,19:08:51,1.78
78279,15 Jan 2022,00:40:47,0.986
78308,15 Jan 2022,06:51:29,0.916
78337,15 Jan 2022,10:18:02,0.938
78366,15 Jan 2022,22:18:37,0.926
78395,15 Jan 2022,14:17:07,0.98
78424,15 Jan 2022,04:29:45,0.998
78453,15 Jan 2022,23:40:37,1.01
78482,15 Jan 2022,11:19:47,0.92
78511,15 Jan 2022,05:30:53,0.972
78540,15 Jan 2022,03:29:16,1.83
78569,15 Jan 2022,07:53:49,0.932
78598,15 Jan 2022,23:18:40,1.812
78627,15 Jan 2022,10:59:38,0.998
78656,15 Jan 2022,02:49:43,2.022
78731,15 Jan 2022,15:39:56,0.94
78760,15 Jan 2022,09:57:38,0.914
78789,15 Jan 2022,01:45:19,1.12
78818,15 Jan 2022,18:29:02,0.932
78847,15 Jan 2022,09:37:12,0.976
78876,15 Jan 2022,14:58:34,0.9
78905,15 Jan 2022,06:12:10,0.928
88780,16 Jan 2022,11:27:48,0.944
88809,16 Jan 2022,00:00:18,0.898
88830,16 Jan 2022,04:07:36,0.878
88859,16 Jan 2022,07:57:58,0.972
88904,16 Jan 2022,18:26:45,0.936
88933,16 Jan 2022,21:38:23,0.964
88951,16 Jan 2022,05:09:46,0.99
88980,16 Jan 2022,00:20:25,0.896
89023,16 Jan 2022,12:48:40,0.908
89052,16 Jan 2022,23:44:30,0.942
89081,16 Jan 2022,20:56:58,1.064
89110,16 Jan 2022,02:43:11,0.988
89139,16 Jan 2022,11:07:15,1.008
89168,16 Jan 2022,03:48:02,1.882
89197,16 Jan 2022,17:23:13,1.052
89226,16 Jan 2022,22:20:10,0.996
89255,16 Jan 2022,14:15:13,1.008
89275,16 Jan 2022,20:34:09,1.044
89304,16 Jan 2022,09:43:24,1.892
89319,16 Jan 2022,16:38:54,0.942
89348,16 Jan 2022,05:50:41,0.892
89388,16 Jan 2022,00:40:11,0.932
89417,16 Jan 2022,15:57:47,0.926
89446,16 Jan 2022,12:29:17,1.852
89475,16 Jan 2022,23:03:01,1.02
89504,16 Jan 2022,20:11:46,0.958
89533,16 Jan 2022,15:37:35,0.92
89562,16 Jan 2022,08:41:41,2.022
89591,16 Jan 2022,02:01:41,1.016
89620,16 Jan 2022,04:28:11,0.964
89649,16 Jan 2022,07:37:02,0.948
89678,16 Jan 2022,22:41:35,0.982
89707,16 Jan 2022,19:07:50,1.912
89736,16 Jan 2022,00:59:23,0.888
89754,16 Jan 2022,06:16:14,1.178
89783,16 Jan 2022,14:37:02,0.996
89812,16 Jan 2022,18:06:07,1.016
89841,16 Jan 2022,10:23:56,1.876
89870,16 Jan 2022,06:55:49,0.906
89899,16 Jan 2022,01:39:48,0.94
89912,16 Jan 2022,15:17:53,0.88
89941,16 Jan 2022,11:48:30,0.96
89977,16 Jan 2022,19:30:20,1.044
90006,16 Jan 2022,10:45:48,0.992
90035,16 Jan 2022,13:11:00,1.046
90064,16 Jan 2022,16:18:42,0.984
90093,16 Jan 2022,07:16:02,0.958
90122,16 Jan 2022,03:07:24,1.088
90160,16 Jan 2022,23:24:16,0.994
90189,16 Jan 2022,17:00:07,0.98
90218,16 Jan 2022,13:31:29,0.934
90248,16 Jan 2022,01:19:34,0.892
90276,16 Jan 2022,05:30:39,0.996
90316,16 Jan 2022,17:44:07,0.98
90345,16 Jan 2022,21:59:11,0.97
90374,16 Jan 2022,14:58:20,0.984
90403,16 Jan 2022,09:02:20,0.938
90432,16 Jan 2022,04:47:53,0.89
90461,16 Jan 2022,19:51:37,0.962
90490,16 Jan 2022,02:22:24,0.92
90519,16 Jan 2022,06:35:28,0.906
90548,16 Jan 2022,21:17:11,0.952
90577,16 Jan 2022,13:53:19,1.02
89922,17 Jan 2022,23:06:53,9.492
89951,17 Jan 2022,03:36:08,0.892
89980,17 Jan 2022,11:18:15,0.98
90009,17 Jan 2022,17:23:56,0.922
90038,17 Jan 2022,02:34:52,0.96
90067,17 Jan 2022,13:09:12,1.148
90096,17 Jan 2022,19:07:49,2.894
90125,17 Jan 2022,22:45:18,9.904
90154,17 Jan 2022,19:50:33,0.944
90183,17 Jan 2022,14:14:32,0.996
90212,17 Jan 2022,00:27:05,1.956
90241,17 Jan 2022,08:09:00,1.94
90270,17 Jan 2022,13:53:11,1.078
90299,17 Jan 2022,12:00:01,0.996
90328,17 Jan 2022,05:22:05,0.996
90357,17 Jan 2022,09:12:18,1.942
90386,17 Jan 2022,16:21:29,1.884
90415,17 Jan 2022,12:22:11,1.02
90444,17 Jan 2022,03:16:45,0.974
90473,17 Jan 2022,07:27:11,0.922
90502,17 Jan 2022,02:55:26,0.958
90531,17 Jan 2022,20:57:05,1.014
90560,17 Jan 2022,20:35:39,1.024
90589,17 Jan 2022,04:40:38,1.052
90618,17 Jan 2022,22:00:59,0.99
90647,17 Jan 2022,10:12:48,0.874
90676,17 Jan 2022,08:30:37,1.016
90705,17 Jan 2022,04:18:01,0.948
90734,17 Jan 2022,15:40:18,0.99
90763,17 Jan 2022,21:39:45,0.944
90792,17 Jan 2022,19:30:18,1.046
90821,17 Jan 2022,10:57:26,2.082
90850,17 Jan 2022,07:07:39,0.95
90879,17 Jan 2022,02:14:05,0.99
90908,17 Jan 2022,06:46:33,0.924
90937,17 Jan 2022,03:57:15,0.96
90966,17 Jan 2022,23:49:17,18.872
90995,17 Jan 2022,21:19:25,1.026
91024,17 Jan 2022,17:44:47,0.966
91053,17 Jan 2022,14:57:23,1.966
91082,17 Jan 2022,11:38:42,0.972
91111,17 Jan 2022,05:00:21,0.92
91140,17 Jan 2022,15:19:01,1.022
91169,17 Jan 2022,18:05:46,0.952
91198,17 Jan 2022,22:22:31,3.922
91227,17 Jan 2022,13:30:04,0.974
91256,17 Jan 2022,01:52:32,2.034
91285,17 Jan 2022,06:26:26,1.96
91314,17 Jan 2022,09:53:32,1.04
91343,17 Jan 2022,00:48:14,0.986
91372,17 Jan 2022,05:43:53,1.008
91401,17 Jan 2022,12:44:38,1.032
91430,17 Jan 2022,17:03:58,1.99
91459,17 Jan 2022,09:31:26,0.886
91488,17 Jan 2022,01:08:30,0.934
91517,17 Jan 2022,20:13:06,1.056
92563,18 Jan 2022,07:31:59,9.384
92592,18 Jan 2022,00:55:40,3.298
92621,18 Jan 2022,18:17:46,10.592
92650,18 Jan 2022,21:43:52,7.352
92679,18 Jan 2022,23:28:26,7.238
92708,18 Jan 2022,13:24:42,3.448
92737,18 Jan 2022,20:03:51,13.772
92766,18 Jan 2022,11:01:47,5.808
92795,18 Jan 2022,03:40:50,3.268
92824,18 Jan 2022,18:38:37,6.11
92853,18 Jan 2022,11:42:55,4.68
92882,18 Jan 2022,05:24:45,3.486
92911,18 Jan 2022,01:59:24,7.842
92940,18 Jan 2022,09:59:45,7.142
92969,18 Jan 2022,21:04:21,7.242
92998,18 Jan 2022,20:44:19,13.396
93027,18 Jan 2022,02:18:46,2.276
93056,18 Jan 2022,19:20:11,10.618
93085,18 Jan 2022,17:15:13,3.708
93114,18 Jan 2022,10:40:27,6.236
93143,18 Jan 2022,06:48:28,2.744
93172,18 Jan 2022,22:47:38,7.728
93201,18 Jan 2022,05:04:36,3.686
93230,18 Jan 2022,03:00:32,6.688
93259,18 Jan 2022,12:18:47,6.758
93288,18 Jan 2022,09:16:27,8.388
93317,18 Jan 2022,06:07:17,6.636
93346,18 Jan 2022,13:03:34,4.98
93375,18 Jan 2022,16:07:36,2.558
93404,18 Jan 2022,00:11:58,10.176
93433,18 Jan 2022,08:34:11,8.802
93462,18 Jan 2022,15:48:17,3.5
93491,18 Jan 2022,12:40:56,5.13
93520,18 Jan 2022,03:21:39,3.7
93549,18 Jan 2022,21:23:53,6.182
93578,18 Jan 2022,15:07:36,2.546
93607,18 Jan 2022,23:07:40,7.282
93636,18 Jan 2022,16:53:10,7.826
93665,18 Jan 2022,09:38:40,7.752
93694,18 Jan 2022,22:05:29,6.904
93723,18 Jan 2022,01:16:58,3.914
93752,18 Jan 2022,04:43:12,2.56
93781,18 Jan 2022,08:13:46,9.564
93810,18 Jan 2022,14:27:33,2.462
93839,18 Jan 2022,14:05:35,8.36
93868,18 Jan 2022,06:27:52,3.9
93897,18 Jan 2022,10:21:04,6.502
93926,18 Jan 2022,23:49:40,8.098
93955,18 Jan 2022,07:52:30,7.924
93984,18 Jan 2022,04:02:12,3.266
94013,18 Jan 2022,11:21:40,4.792
94042,18 Jan 2022,17:37:12,4.216
94071,18 Jan 2022,14:46:28,3.658
94100,18 Jan 2022,08:55:47,8.654
94129,18 Jan 2022,00:34:57,6.606
94158,18 Jan 2022,04:22:56,3.758
94187,18 Jan 2022,15:27:43,3.35
94216,18 Jan 2022,22:26:11,7.7
92112,19 Jan 2022,02:15:17,2.702
92141,19 Jan 2022,01:55:28,2.092
92170,19 Jan 2022,05:21:51,3.696
92199,19 Jan 2022,07:06:38,3.352
92228,19 Jan 2022,22:57:15,6.66
92257,19 Jan 2022,04:41:18,3.586
92285,19 Jan 2022,01:33:37,2.562
92314,19 Jan 2022,00:30:27,3.002
92343,19 Jan 2022,06:45:38,4.004
92366,19 Jan 2022,07:48:51,9.5
92395,19 Jan 2022,09:53:50,5.39
92424,19 Jan 2022,14:34:13,2.694
92453,19 Jan 2022,16:01:37,2.098
92482,19 Jan 2022,21:33:50,6.364
92511,19 Jan 2022,02:57:20,2.176
92540,19 Jan 2022,03:18:49,3.376
92569,19 Jan 2022,21:14:25,13.062
92598,19 Jan 2022,14:56:27,1.898
92627,19 Jan 2022,16:22:20,2.142
92656,19 Jan 2022,02:36:23,2.924
92685,19 Jan 2022,05:42:49,2.302
92714,19 Jan 2022,10:34:36,5.082
92749,19 Jan 2022,06:02:24,3.702
92778,19 Jan 2022,00:09:50,5.766
92807,19 Jan 2022,11:40:18,3.776
92836,19 Jan 2022,16:42:22,2.042
92865,19 Jan 2022,13:08:32,2.75
92894,19 Jan 2022,19:50:58,5.18
92923,19 Jan 2022,18:06:32,8.07
92952,19 Jan 2022,07:27:40,4.832
92981,19 Jan 2022,01:12:38,2.696
93010,19 Jan 2022,11:17:47,4.642
93039,19 Jan 2022,15:39:18,2.118
93068,19 Jan 2022,18:28:04,3.854
93097,19 Jan 2022,22:36:29,7.722
93126,19 Jan 2022,14:12:49,2.158
93155,19 Jan 2022,09:33:57,15.676
93184,19 Jan 2022,03:58:39,2.77
93213,19 Jan 2022,21:53:35,6.14
93242,19 Jan 2022,19:30:23,5.208
93259,19 Jan 2022,20:31:23,6.352
93288,19 Jan 2022,17:22:17,5.366
93317,19 Jan 2022,08:30:45,8.598
93346,19 Jan 2022,03:38:52,2.124
93375,19 Jan 2022,13:50:29,5.456
93404,19 Jan 2022,12:46:35,3.362
93433,19 Jan 2022,12:23:22,4.21
93462,19 Jan 2022,20:10:35,5.636
93491,19 Jan 2022,00:51:32,2.034
93520,19 Jan 2022,05:01:29,2.216
93549,19 Jan 2022,08:52:09,7.85
93578,19 Jan 2022,10:56:47,4.228
93608,19 Jan 2022,06:23:36,2.504
93637,19 Jan 2022,08:09:26,9.232
93666,19 Jan 2022,10:14:22,5.306
93699,19 Jan 2022,22:15:22,6.908
93728,19 Jan 2022,15:17:04,1.926
93765,19 Jan 2022,19:09:40,10.212
93794,19 Jan 2022,23:18:32,7.848
93823,19 Jan 2022,12:01:19,3.612
93852,19 Jan 2022,04:19:51,2.84
96356,20 Jan 2022,23:27:57,13.092
96385,20 Jan 2022,00:21:06,6.624
96414,20 Jan 2022,12:08:36,2.314
96443,20 Jan 2022,02:24:01,1.832
96472,20 Jan 2022,18:53:25,4.574
96501,20 Jan 2022,06:58:01,3.27
96530,20 Jan 2022,01:02:45,1.836
96559,20 Jan 2022,20:21:01,7.24
96588,20 Jan 2022,17:09:15,1.704
96617,20 Jan 2022,01:24:15,2.136
96646,20 Jan 2022,08:38:32,12.848
96675,20 Jan 2022,13:37:50,1.04
96704,20 Jan 2022,22:26:36,5.928
96733,20 Jan 2022,19:55:52,9.28
96762,20 Jan 2022,18:11:26,2.736
96791,20 Jan 2022,03:47:18,4.038
96820,20 Jan 2022,07:58:53,8.76
96849,20 Jan 2022,12:52:15,2.576
96878,20 Jan 2022,20:44:24,6.196
96907,20 Jan 2022,13:16:59,2.612
96936,20 Jan 2022,16:04:38,0.906
96965,20 Jan 2022,11:04:59,3.292
96994,20 Jan 2022,04:27:15,2.224
97023,20 Jan 2022,00:42:08,2.948
97052,20 Jan 2022,00:42:08,2.948
97081,20 Jan 2022,19:14:01,4.236
97110,20 Jan 2022,22:04:41,5.732
97139,20 Jan 2022,15:25:01,1.994
97168,20 Jan 2022,08:59:49,6.144
97197,20 Jan 2022,05:12:25,5.676
97226,20 Jan 2022,21:24:09,5.676
97255,20 Jan 2022,23:47:55,6.788
97284,20 Jan 2022,17:50:05,3.588
97313,20 Jan 2022,11:24:59,3.038
97342,20 Jan 2022,17:28:37,1.548
97371,20 Jan 2022,14:20:57,2.96
97400,20 Jan 2022,01:43:39,1.842
97429,20 Jan 2022,05:55:46,5.25
97458,20 Jan 2022,21:03:39,4.804
97487,20 Jan 2022,02:04:08,1.994
97516,20 Jan 2022,09:21:50,6.668
97545,20 Jan 2022,06:37:32,2.248
97574,20 Jan 2022,12:30:59,2.682
97603,20 Jan 2022,22:47:26,6.432
97632,20 Jan 2022,14:41:55,1.626
97661,20 Jan 2022,18:32:30,3.018
97690,20 Jan 2022,10:03:07,4.916
97719,20 Jan 2022,11:47:31,3.602
97748,20 Jan 2022,15:45:03,0.9
97777,20 Jan 2022,00:00:17,14.048
97806,20 Jan 2022,04:06:44,2.118
97835,20 Jan 2022,07:17:57,2.22
97864,20 Jan 2022,07:37:37,4.706
97893,20 Jan 2022,10:44:35,7.66
97922,20 Jan 2022,21:43:55,5.128
97951,20 Jan 2022,09:43:03,5.924
97980,20 Jan 2022,03:06:05,4.664
98009,20 Jan 2022,06:16:38,3.474
98038,20 Jan 2022,16:48:03,2.478
